origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct,lat,lon,pct_ultra_urgent,traffic_level,fuel_cost,wage_cost,maint_cost,overhead_cost,competitor_time_hr,peak_hours
al ain,12.4,25.8,189,85.8,2.9,43.98,2.1,1.2,25.3027,55.1324,19.3,Medium,26.387999999999998,8.796,6.5969999999999995,2.199,3.62,12-3 PM
ajman,69.9,25.5,24,9.5,0.3,4.07,50.1,24.6,25.1024,54.4363,17.6,Medium,2.442,0.8140000000000001,0.6105,0.20350000000000001,0.38,6-9 PM
ras al khaimah,28.0,59.6,171,135.6,3.1,58.83,18.6,10.2,25.461,55.9404,24.4,Low,35.297999999999995,11.766,8.824499999999999,2.9415,3.88,6-9 AM
al ain,51.9,63.0,54,147.4,3.8,78.94,41.7,14.1,25.3328,55.894,16.8,Low,47.364,15.788,11.841,3.947,4.75,6-9 AM
ras al khaimah,95.5,72.1,45,39.1,1.0,16.74,42.7,24.2,24.3818,55.2396,12.9,Medium,10.043999999999999,3.348,2.5109999999999997,0.837,1.25,12-3 PM
abu dhabi,87.1,58.0,120,100.2,2.4,47.41,22.6,12.6,24.9886,55.9678,11.9,Medium,28.445999999999998,9.482,7.1114999999999995,2.3705,3.0,12-3 PM
dubai,23.3,17.4,94,103.4,3.3,39.73,13.8,6.8,24.0308,55.0056,15.2,High,23.837999999999997,7.946,5.959499999999999,1.9865,4.12,6-9 PM
dubai,73.7,92.4,77,145.1,3.2,63.44,45.2,25.4,25.4867,54.751,17.8,Medium,38.064,12.688,9.516,3.172,4.0,6-9 AM
al ain,10.4,16.7,180,75.1,2.0,30.3,18.4,11.5,24.3915,54.921,13.8,Medium,18.18,6.0600000000000005,4.545,1.5150000000000001,2.5,6-9 PM
ajman,2.7,56.5,140,39.5,1.3,15.95,19.4,9.0,24.9972,54.0918,7.6,Medium,9.569999999999999,3.19,2.3924999999999996,0.7975,1.62,12-3 PM
abu dhabi,2.8,92.0,122,57.2,1.8,23.0,38.7,16.7,25.2737,55.0982,11.3,High,13.799999999999999,4.6000000000000005,3.4499999999999997,1.1500000000000001,2.25,12-3 PM
sharjah,17.0,91.3,157,97.7,2.3,43.52,41.5,17.3,24.2407,55.3325,15.1,High,26.112000000000002,8.704,6.5280000000000005,2.176,2.88,12-3 PM
abu dhabi,69.5,16.8,160,73.5,1.5,30.35,0.3,0.2,25.2718,54.219,18.7,Low,18.21,6.07,4.5525,1.5175,1.88,6-9 PM
ras al khaimah,36.3,23.9,36,16.5,0.4,8.37,30.1,20.7,24.0184,54.5112,7.6,Medium,5.021999999999999,1.674,1.2554999999999998,0.4185,0.5,12-3 PM
ajman,1.6,60.2,88,122.1,3.5,53.82,49.4,30.7,24.663,55.4424,16.3,High,32.292,10.764000000000001,8.073,2.6910000000000003,4.38,12-3 PM
al ain,98.8,33.7,181,130.3,4.3,48.19,24.2,14.0,24.7081,55.5872,16.1,Low,28.913999999999998,9.638,7.2284999999999995,2.4095,5.38,6-9 AM
abu dhabi,53.3,73.1,163,74.4,2.1,32.66,21.1,13.4,24.5611,55.9717,12.7,Low,19.595999999999997,6.532,4.898999999999999,1.633,2.62,6-9 AM
sharjah,39.4,52.2,13,80.9,1.9,30.57,37.2,22.5,24.8796,54.5064,12.1,High,18.342,6.114000000000001,4.5855,1.5285000000000002,2.38,12-3 PM
dubai,51.9,26.6,50,76.3,2.3,29.49,11.5,4.8,25.3723,55.6829,11.3,Medium,17.694,5.898,4.4235,1.4745,2.88,6-9 AM
al ain,52.0,41.1,53,81.8,2.1,31.44,55.5,22.5,24.4905,54.3442,15.7,High,18.864,6.288,4.716,1.572,2.62,6-9 AM
ajman,47.0,69.1,103,19.9,0.6,10.0,14.0,9.1,24.8689,54.2618,20.6,Medium,6.0,2.0,1.5,0.5,0.75,6-9 AM
ajman,61.3,78.5,163,67.9,1.4,29.69,41.7,26.8,25.3162,55.4584,21.0,Medium,17.814,5.938000000000001,4.4535,1.4845000000000002,1.75,12-3 PM
sharjah,88.6,37.0,97,69.9,1.8,25.18,40.6,16.8,25.1595,54.8917,9.4,Medium,15.107999999999999,5.0360000000000005,3.7769999999999997,1.2590000000000001,2.25,6-9 PM
abu dhabi,30.2,10.5,37,149.7,3.9,67.68,42.8,17.5,24.0611,55.5878,14.1,Medium,40.608000000000004,13.536000000000001,10.152000000000001,3.3840000000000003,4.88,6-9 PM
al ain,48.7,35.3,111,12.1,0.3,4.79,50.4,34.6,25.4142,54.5651,4.0,High,2.874,0.9580000000000001,0.7185,0.23950000000000002,0.38,6-9 PM
sharjah,0.4,63.0,44,50.3,1.3,24.6,31.4,16.6,24.07,54.4264,15.5,Medium,14.76,4.920000000000001,3.69,1.2300000000000002,1.62,12-3 PM
ras al khaimah,86.0,76.0,135,76.9,2.0,40.72,54.2,32.7,24.8831,55.0976,18.0,High,24.432,8.144,6.108,2.036,2.5,6-9 AM
dubai,30.6,88.0,195,127.8,4.0,49.93,36.7,11.6,24.863,54.2306,22.9,Medium,29.958,9.986,7.4895,2.4965,5.0,6-9 AM
abu dhabi,27.1,96.2,126,71.9,1.6,29.46,57.8,29.1,25.1796,54.5575,6.1,High,17.676,5.892,4.419,1.473,2.0,6-9 PM
ras al khaimah,99.8,52.9,182,47.2,1.1,23.04,5.5,2.5,24.2227,54.3325,9.6,Medium,13.824,4.608,3.456,1.152,1.38,12-3 PM
dubai,58.4,88.0,109,82.6,1.8,39.14,50.6,20.5,24.2691,54.6401,15.7,Low,23.483999999999998,7.828,5.8709999999999996,1.957,2.25,6-9 PM
dubai,12.3,26.2,162,48.1,1.1,24.49,37.7,16.1,25.1282,55.531,6.9,Medium,14.693999999999999,4.898,3.6734999999999998,1.2245,1.38,12-3 PM
ras al khaimah,26.6,56.0,188,84.5,2.3,40.29,53.3,34.2,24.2243,54.2415,15.9,Low,24.174,8.058,6.0435,2.0145,2.88,6-9 PM
abu dhabi,35.3,53.9,35,105.0,2.4,41.41,21.0,6.5,24.7042,55.2237,18.1,Low,24.845999999999997,8.282,6.211499999999999,2.0705,3.0,12-3 PM
abu dhabi,98.6,76.9,133,82.0,1.7,41.85,39.2,22.7,25.0975,55.1695,8.6,High,25.11,8.370000000000001,6.2775,2.0925000000000002,2.12,6-9 PM
ajman,43.1,77.3,51,93.4,3.3,36.33,30.8,15.5,24.9769,55.0763,15.7,High,21.798,7.266,5.4495,1.8165,4.12,6-9 AM
abu dhabi,23.0,28.5,17,10.6,0.3,3.98,45.6,20.5,24.3159,54.9685,8.9,Low,2.388,0.796,0.597,0.199,0.38,12-3 PM
dubai,57.0,88.6,47,100.5,3.3,53.18,39.5,26.0,24.4559,55.3277,21.9,Low,31.907999999999998,10.636000000000001,7.976999999999999,2.6590000000000003,4.12,6-9 PM
dubai,40.5,89.1,29,145.6,4.5,67.72,53.6,32.4,25.4535,55.7036,16.0,Low,40.632,13.544,10.158,3.386,5.62,6-9 PM
dubai,5.5,94.8,38,76.3,1.7,32.02,25.8,14.0,24.673,54.3241,11.8,High,19.212,6.404000000000001,4.803,1.6010000000000002,2.12,12-3 PM
dubai,86.1,45.8,2,121.4,3.4,49.31,34.9,16.3,24.0667,55.6283,8.8,Medium,29.586,9.862000000000002,7.3965,2.4655000000000005,4.25,6-9 PM
ras al khaimah,1.6,98.7,194,84.6,2.4,31.75,51.0,34.0,24.3294,54.123,16.9,Medium,19.05,6.3500000000000005,4.7625,1.5875000000000001,3.0,12-3 PM
abu dhabi,89.8,78.5,88,107.1,2.4,49.35,33.4,22.6,24.5137,54.9642,21.8,Medium,29.61,9.870000000000001,7.4025,2.4675000000000002,3.0,6-9 PM
dubai,79.2,65.3,34,49.9,1.1,25.78,25.6,15.2,25.4992,55.0229,11.1,High,15.468,5.156000000000001,3.867,1.2890000000000001,1.38,6-9 AM
dubai,7.6,43.2,69,145.2,3.5,70.04,28.0,13.2,24.454,54.3952,12.8,Low,42.024,14.008000000000003,10.506,3.5020000000000007,4.38,6-9 PM
sharjah,72.4,84.2,149,36.2,0.9,18.0,46.3,32.1,24.0396,54.1793,11.2,Low,10.799999999999999,3.6,2.6999999999999997,0.9,1.12,6-9 PM
al ain,77.1,76.4,126,28.1,0.7,13.14,56.4,17.9,24.7694,54.1498,22.8,Medium,7.884,2.628,1.971,0.657,0.88,6-9 AM
sharjah,60.2,58.6,11,11.6,0.3,4.2,12.2,7.8,24.1254,54.0745,5.5,High,2.52,0.8400000000000001,0.63,0.21000000000000002,0.38,6-9 AM
dubai,57.8,99.7,30,83.5,2.4,36.75,15.0,6.3,24.4111,55.1472,21.4,Medium,22.05,7.3500000000000005,5.5125,1.8375000000000001,3.0,6-9 PM
abu dhabi,5.0,24.9,109,94.7,2.3,34.7,11.6,5.7,25.4886,54.3109,13.1,High,20.82,6.940000000000001,5.205,1.7350000000000003,2.88,6-9 PM
sharjah,5.9,64.2,194,99.2,3.1,37.16,11.3,3.8,25.057,55.6174,14.6,High,22.295999999999996,7.4319999999999995,5.573999999999999,1.8579999999999999,3.88,6-9 AM
abu dhabi,72.7,32.1,15,30.0,0.6,11.75,3.7,1.8,24.076,55.7979,13.3,Low,7.05,2.35,1.7625,0.5875,0.75,6-9 AM
al ain,10.6,45.8,172,99.5,2.9,51.75,47.9,18.8,24.673,54.5848,16.2,Medium,31.049999999999997,10.350000000000001,7.762499999999999,2.5875000000000004,3.62,6-9 AM
ras al khaimah,24.2,33.9,13,28.9,0.9,11.52,20.4,8.7,24.2575,54.3289,11.4,High,6.912,2.304,1.728,0.576,1.12,6-9 AM
sharjah,49.9,33.5,99,114.5,3.0,50.53,25.5,13.4,24.1844,54.8192,20.3,Low,30.317999999999998,10.106000000000002,7.5794999999999995,2.5265000000000004,3.75,12-3 PM
al ain,16.4,37.7,46,44.9,1.1,23.25,51.9,35.8,24.8806,55.7631,20.5,Medium,13.95,4.65,3.4875,1.1625,1.38,6-9 PM
abu dhabi,79.0,5.7,85,66.2,1.6,31.91,55.0,21.5,24.7585,54.7996,10.1,Low,19.146,6.382000000000001,4.7865,1.5955000000000001,2.0,6-9 AM
dubai,80.7,4.0,185,58.2,1.5,22.34,32.7,14.3,25.1143,54.2167,18.3,High,13.404,4.468,3.351,1.117,1.88,12-3 PM
al ain,84.2,72.5,43,58.3,1.3,25.84,5.8,2.3,25.3385,55.9693,13.2,Low,15.504,5.168,3.876,1.292,1.62,6-9 AM
al ain,5.0,31.1,128,109.5,3.1,54.62,27.4,13.8,24.37,54.9994,15.3,Medium,32.772,10.924,8.193,2.731,3.88,6-9 AM
abu dhabi,42.8,2.1,67,149.7,4.4,65.85,54.8,22.3,25.3845,54.6847,22.6,Medium,39.51,13.17,9.8775,3.2925,5.5,6-9 PM
ajman,84.7,8.1,130,81.5,2.1,32.53,54.1,20.4,24.777,55.7872,11.6,Medium,19.518,6.506,4.8795,1.6265,2.62,6-9 PM
abu dhabi,36.3,19.6,11,63.2,2.2,30.07,19.5,10.9,24.3883,55.8548,19.6,Low,18.041999999999998,6.014,4.5104999999999995,1.5035,2.75,6-9 PM
ajman,69.6,4.8,60,47.6,1.6,20.63,58.3,21.6,25.2687,54.9936,17.3,Low,12.377999999999998,4.126,3.0944999999999996,1.0315,2.0,6-9 PM
ras al khaimah,58.9,94.6,191,95.5,2.3,43.21,19.5,10.2,24.0533,54.6134,14.0,High,25.926,8.642000000000001,6.4815,2.1605000000000003,2.88,6-9 AM
ras al khaimah,34.7,56.8,144,70.4,2.2,26.93,48.9,15.7,24.8393,54.9653,16.8,High,16.157999999999998,5.386,4.039499999999999,1.3465,2.75,12-3 PM
ajman,27.6,39.4,187,117.1,2.5,61.23,56.2,33.0,25.0824,54.4386,16.2,Medium,36.738,12.246,9.1845,3.0615,3.12,6-9 PM
ras al khaimah,65.3,53.3,136,93.0,2.9,48.9,7.8,2.3,24.42,54.9565,9.2,Low,29.339999999999996,9.780000000000001,7.334999999999999,2.4450000000000003,3.62,12-3 PM
ajman,13.4,11.3,37,64.7,2.0,26.82,17.5,10.0,25.2952,54.4589,12.0,Medium,16.092,5.364000000000001,4.023,1.3410000000000002,2.5,6-9 PM
ras al khaimah,86.0,70.2,92,143.2,3.6,59.09,33.7,12.1,24.3604,55.2444,9.8,Medium,35.454,11.818000000000001,8.8635,2.9545000000000003,4.5,12-3 PM
abu dhabi,57.6,97.0,175,6.6,0.2,2.58,22.1,12.8,25.2598,55.5198,13.6,Medium,1.548,0.516,0.387,0.129,0.25,6-9 AM
sharjah,11.2,13.1,136,105.0,3.0,48.87,58.8,19.5,24.1178,55.9389,21.7,Low,29.321999999999996,9.774000000000001,7.330499999999999,2.4435000000000002,3.75,12-3 PM
sharjah,70.4,15.3,104,64.6,1.6,25.57,24.2,10.3,24.2399,55.6851,17.9,Low,15.341999999999999,5.114000000000001,3.8354999999999997,1.2785000000000002,2.0,6-9 PM
ajman,43.1,62.9,173,22.6,0.6,10.64,50.3,29.4,24.5715,54.1723,7.8,Low,6.384,2.128,1.596,0.532,0.75,6-9 PM
dubai,20.4,15.2,23,18.4,0.6,9.76,11.9,6.5,25.2811,54.423,13.6,Medium,5.856,1.952,1.464,0.488,0.75,6-9 AM
abu dhabi,96.1,12.6,192,99.2,2.6,38.94,59.0,24.5,24.2169,55.0634,16.2,Medium,23.363999999999997,7.788,5.840999999999999,1.947,3.25,12-3 PM
al ain,72.0,67.0,26,26.4,0.6,10.58,43.8,21.2,25.3132,54.5152,18.7,Medium,6.348,2.116,1.587,0.529,0.75,12-3 PM
dubai,59.3,61.9,199,129.1,3.7,48.6,0.8,0.3,24.3446,54.0287,11.7,Medium,29.16,9.72,7.29,2.43,4.62,6-9 AM
ajman,84.9,21.8,161,50.1,1.5,20.88,10.3,3.1,24.6788,55.5096,8.8,Medium,12.527999999999999,4.176,3.1319999999999997,1.044,1.88,6-9 AM
ajman,54.4,82.3,98,54.9,1.5,28.48,6.1,3.2,24.5291,54.7155,14.7,Medium,17.088,5.696000000000001,4.272,1.4240000000000002,1.88,6-9 AM
sharjah,44.1,10.5,95,100.7,2.0,36.54,35.5,24.7,24.1772,54.1322,17.8,Medium,21.924,7.308,5.481,1.827,2.5,6-9 AM
dubai,18.9,33.3,7,36.9,1.1,17.51,50.0,25.3,25.4165,55.0177,16.2,Low,10.506,3.5020000000000007,2.6265,0.8755000000000002,1.38,12-3 PM
dubai,15.3,73.9,64,6.0,0.1,2.57,47.1,21.1,24.6573,55.9544,10.6,Low,1.5419999999999998,0.514,0.38549999999999995,0.1285,0.12,6-9 AM
abu dhabi,43.2,61.4,46,69.6,1.8,29.03,34.7,17.3,25.0355,55.3571,23.8,Medium,17.418,5.806000000000001,4.3545,1.4515000000000002,2.25,12-3 PM
dubai,45.6,60.0,141,81.5,2.1,31.87,37.0,21.7,24.8629,54.3175,14.5,Medium,19.122,6.3740000000000006,4.7805,1.5935000000000001,2.62,12-3 PM
dubai,73.3,68.6,40,69.7,2.3,35.54,56.6,19.2,24.7526,55.0286,16.0,Medium,21.323999999999998,7.1080000000000005,5.3309999999999995,1.7770000000000001,2.88,12-3 PM
dubai,44.2,64.6,161,71.4,2.4,36.28,27.1,13.0,24.9249,55.8034,11.7,Medium,21.768,7.256,5.442,1.814,3.0,6-9 PM
abu dhabi,59.3,87.4,60,101.5,3.2,37.29,45.0,16.6,25.3475,54.1085,20.5,Low,22.374,7.458,5.5935,1.8645,4.0,6-9 AM
al ain,83.3,56.9,170,127.6,4.1,59.18,5.8,3.2,25.049,55.2758,17.9,Low,35.507999999999996,11.836,8.876999999999999,2.959,5.12,6-9 AM
ajman,99.3,40.1,72,58.0,1.4,25.21,5.1,3.5,24.7987,55.4425,16.6,Medium,15.126,5.042000000000001,3.7815,1.2605000000000002,1.75,12-3 PM
dubai,32.3,76.6,150,119.6,3.7,43.19,10.3,4.0,24.9678,55.408,9.2,Medium,25.913999999999998,8.638,6.4784999999999995,2.1595,4.62,6-9 AM
ajman,90.2,25.9,134,14.1,0.4,5.85,57.5,26.2,24.9096,54.3003,20.5,Medium,3.51,1.17,0.8775,0.2925,0.5,6-9 PM
dubai,80.6,76.0,197,74.6,2.4,29.38,45.6,18.6,24.6497,55.8146,18.8,Low,17.628,5.876,4.407,1.469,3.0,12-3 PM
sharjah,6.8,28.0,105,59.5,1.9,29.6,54.7,24.9,24.9371,54.6445,20.1,High,17.76,5.920000000000001,4.44,1.4800000000000002,2.38,6-9 AM
dubai,33.4,48.0,71,72.6,1.6,31.98,20.4,9.9,24.6654,54.1035,15.2,Medium,19.188,6.396000000000001,4.797,1.5990000000000002,2.0,6-9 AM
dubai,21.9,73.9,130,18.3,0.4,9.22,10.0,6.1,25.1364,54.1664,14.6,Medium,5.532,1.8440000000000003,1.383,0.4610000000000001,0.5,6-9 PM
dubai,66.4,62.8,6,25.1,0.8,13.41,3.6,1.9,25.4534,54.9152,14.1,Medium,8.046,2.6820000000000004,2.0115,0.6705000000000001,1.0,12-3 PM
sharjah,55.5,8.6,194,47.6,1.1,20.58,26.3,13.2,25.4398,54.08,26.4,Medium,12.347999999999999,4.116,3.0869999999999997,1.029,1.38,12-3 PM
sharjah,49.5,44.7,135,44.7,1.0,20.56,58.3,18.2,25.2311,55.5591,12.3,Medium,12.335999999999999,4.112,3.0839999999999996,1.028,1.25,6-9 AM
sharjah,76.4,81.2,10,60.8,2.1,32.54,2.5,0.8,24.9026,55.7316,9.1,Low,19.523999999999997,6.508,4.880999999999999,1.627,2.62,6-9 PM
ajman,33.3,99.7,35,71.3,2.5,27.8,55.6,35.8,25.124,54.0267,13.1,Low,16.68,5.5600000000000005,4.17,1.3900000000000001,3.12,6-9 PM
ras al khaimah,38.3,46.7,3,37.1,0.9,13.72,16.6,10.5,24.2671,55.62,12.3,Low,8.232,2.744,2.058,0.686,1.12,12-3 PM
ras al khaimah,86.6,8.6,133,94.8,1.9,42.14,3.4,1.2,24.7185,55.9624,21.3,High,25.284,8.428,6.321,2.107,2.38,6-9 PM
ajman,97.2,36.6,133,59.5,1.5,26.65,10.4,6.8,24.386,54.0607,8.2,High,15.989999999999998,5.33,3.9974999999999996,1.3325,1.88,12-3 PM
ajman,77.6,49.0,33,13.7,0.3,7.22,5.9,4.1,24.0052,55.4499,12.2,Medium,4.332,1.444,1.083,0.361,0.38,6-9 PM
sharjah,21.7,7.3,109,40.3,0.9,17.81,40.8,23.9,25.4501,55.9982,16.0,Medium,10.685999999999998,3.562,2.6714999999999995,0.8905,1.12,6-9 PM
abu dhabi,11.3,86.4,98,86.2,2.0,37.92,57.3,27.8,25.2958,55.5942,21.3,Low,22.752,7.5840000000000005,5.688,1.8960000000000001,2.5,12-3 PM
sharjah,20.9,53.9,97,93.0,3.0,41.82,59.3,23.0,24.7705,55.0107,18.6,High,25.092,8.364,6.273,2.091,3.75,12-3 PM
dubai,42.3,41.6,123,121.0,3.1,53.27,4.3,2.8,24.3812,55.7696,23.1,Low,31.962,10.654000000000002,7.9905,2.6635000000000004,3.88,6-9 PM
al ain,23.7,39.7,170,40.6,0.8,21.18,32.8,14.5,25.0395,55.4159,16.7,Low,12.708,4.236,3.177,1.059,1.0,6-9 AM
sharjah,90.1,2.8,182,86.5,2.6,40.76,26.1,10.3,24.6522,54.5849,14.0,High,24.456,8.152,6.114,2.038,3.25,12-3 PM
ras al khaimah,67.1,51.9,32,74.0,1.6,37.25,16.8,8.9,25.205,54.4486,19.3,Low,22.349999999999998,7.45,5.5874999999999995,1.8625,2.0,6-9 PM
al ain,41.7,47.6,188,128.0,4.3,49.64,32.3,21.4,25.4993,55.0251,8.2,High,29.784,9.928,7.446,2.482,5.38,6-9 AM
sharjah,27.4,34.6,115,110.8,2.6,57.36,14.7,9.5,24.5236,54.746,6.5,Medium,34.416,11.472000000000001,8.604,2.8680000000000003,3.25,12-3 PM
al ain,38.1,65.9,37,24.1,0.6,12.88,14.4,9.0,24.3666,54.6589,19.9,High,7.728,2.5760000000000005,1.932,0.6440000000000001,0.75,6-9 PM
sharjah,47.6,41.1,186,144.0,3.7,76.64,57.3,24.3,24.4011,54.3558,16.1,Medium,45.984,15.328000000000001,11.496,3.8320000000000003,4.62,6-9 PM
dubai,71.4,57.2,74,56.5,1.2,30.33,44.9,27.2,24.14,55.6906,19.8,Medium,18.197999999999997,6.066,4.549499999999999,1.5165,1.5,12-3 PM
dubai,8.9,88.5,89,143.4,2.9,69.62,45.9,30.3,24.5911,55.41,10.7,Medium,41.772,13.924000000000001,10.443,3.4810000000000003,3.62,6-9 AM
dubai,84.9,36.4,193,46.4,1.6,22.31,30.7,19.5,24.0261,54.6626,21.4,High,13.386,4.462,3.3465,1.1155,2.0,6-9 AM
al ain,12.8,39.8,116,73.0,2.4,27.16,25.5,13.9,24.1716,54.4753,18.4,Medium,16.296,5.432,4.074,1.358,3.0,6-9 PM
sharjah,26.2,86.6,29,84.8,2.9,34.85,23.0,12.1,24.4075,54.2563,14.8,High,20.91,6.970000000000001,5.2275,1.7425000000000002,3.62,12-3 PM
abu dhabi,99.4,35.8,14,14.2,0.4,7.12,8.2,5.2,24.2398,54.225,16.0,High,4.272,1.4240000000000002,1.068,0.35600000000000004,0.5,6-9 PM
sharjah,19.0,43.9,164,108.8,2.2,46.24,58.4,29.7,25.0982,55.251,16.7,Medium,27.744,9.248000000000001,6.936,2.3120000000000003,2.75,6-9 AM
abu dhabi,10.1,80.1,70,20.2,0.7,9.53,40.5,16.1,24.1584,54.2176,10.7,High,5.717999999999999,1.906,1.4294999999999998,0.4765,0.88,12-3 PM
al ain,63.8,59.2,20,28.8,0.9,13.41,30.5,14.7,25.299,55.9204,13.1,Low,8.046,2.6820000000000004,2.0115,0.6705000000000001,1.12,6-9 AM
al ain,39.3,93.4,9,47.1,1.2,21.88,37.8,24.2,24.3317,54.5583,16.7,High,13.127999999999998,4.376,3.2819999999999996,1.094,1.5,6-9 AM
dubai,9.2,47.1,189,144.3,4.5,61.57,59.8,18.4,24.1629,54.0516,12.9,High,36.942,12.314,9.2355,3.0785,5.62,6-9 AM
ras al khaimah,0.4,47.9,114,146.1,4.2,75.87,15.0,7.0,24.0152,55.7107,7.7,Low,45.522,15.174000000000001,11.3805,3.7935000000000003,5.25,12-3 PM
sharjah,7.9,4.3,105,76.0,2.3,30.77,52.7,33.9,25.0728,54.7352,16.5,Medium,18.462,6.154,4.6155,1.5385,2.88,6-9 AM
dubai,52.3,19.7,118,82.3,2.7,41.04,6.0,3.1,24.3849,54.6859,19.2,Medium,24.624,8.208,6.156,2.052,3.38,6-9 AM
al ain,23.1,54.0,84,35.7,1.2,13.02,0.3,0.1,24.7642,54.2372,20.3,High,7.811999999999999,2.604,1.9529999999999998,0.651,1.5,6-9 PM
dubai,77.8,18.7,190,65.6,2.1,33.52,54.7,32.0,24.1674,55.3208,17.7,Low,20.112000000000002,6.704000000000001,5.0280000000000005,1.6760000000000002,2.62,12-3 PM
abu dhabi,85.8,45.4,120,147.7,4.9,73.33,5.2,2.8,25.4779,54.7176,19.1,Medium,43.998,14.666,10.9995,3.6665,6.12,12-3 PM
dubai,14.5,28.3,128,119.7,3.4,64.18,41.2,21.6,24.1881,55.646,19.9,Medium,38.508,12.836000000000002,9.627,3.2090000000000005,4.25,12-3 PM
sharjah,33.7,2.1,178,106.1,2.7,40.5,28.7,11.3,24.6179,55.2612,15.4,Medium,24.3,8.1,6.075,2.025,3.38,12-3 PM
ajman,14.7,47.5,1,45.4,1.4,22.91,24.7,16.5,25.2775,55.7598,4.4,High,13.746,4.582,3.4365,1.1455,1.75,6-9 AM
abu dhabi,28.7,64.6,64,115.6,3.3,48.05,59.4,19.8,24.3673,55.2451,20.8,Medium,28.83,9.61,7.2075,2.4025,4.12,12-3 PM
dubai,23.9,33.8,166,145.2,3.0,58.75,19.4,11.2,24.4005,55.5586,10.5,Medium,35.25,11.75,8.8125,2.9375,3.75,6-9 PM
dubai,78.7,77.7,20,148.3,4.2,58.86,5.6,3.2,25.2127,55.3931,9.3,High,35.315999999999995,11.772,8.828999999999999,2.943,5.25,6-9 PM
al ain,34.5,14.6,66,92.0,2.4,45.02,14.7,5.2,24.41,54.9252,9.5,Low,27.012,9.004000000000001,6.753,2.2510000000000003,3.0,6-9 PM
ras al khaimah,49.6,9.1,33,28.3,0.7,14.99,57.8,19.6,24.0043,55.3773,27.4,Low,8.994,2.998,2.2485,0.7495,0.88,12-3 PM
al ain,67.4,93.5,143,144.8,4.5,69.13,56.1,24.5,24.6419,55.3272,17.2,Low,41.477999999999994,13.826,10.369499999999999,3.4565,5.62,12-3 PM
ajman,82.2,92.2,168,83.5,2.8,34.06,17.5,5.8,24.0188,54.0134,9.8,High,20.436,6.812000000000001,5.109,1.7030000000000003,3.5,12-3 PM
ajman,30.1,40.7,53,10.6,0.2,4.58,32.8,22.4,25.3647,55.3973,11.6,High,2.7479999999999998,0.916,0.6869999999999999,0.229,0.25,12-3 PM
ras al khaimah,20.9,42.0,137,16.8,0.5,6.78,35.5,22.9,24.9627,54.5243,15.0,Medium,4.068,1.356,1.017,0.339,0.62,12-3 PM
ajman,97.8,85.1,152,88.7,2.0,33.05,58.8,39.9,24.8745,55.0836,17.7,Medium,19.83,6.609999999999999,4.9575,1.6524999999999999,2.5,6-9 PM
sharjah,32.0,53.1,181,126.1,3.6,62.81,37.4,26.1,24.3024,54.2227,16.4,Medium,37.686,12.562000000000001,9.4215,3.1405000000000003,4.5,6-9 AM
abu dhabi,67.1,11.7,185,141.5,4.6,53.6,51.0,19.8,25.0499,54.046,10.4,Medium,32.16,10.72,8.04,2.68,5.75,12-3 PM
sharjah,67.8,11.5,91,141.9,4.8,67.67,8.7,5.3,25.0159,54.0302,16.6,Medium,40.602,13.534,10.1505,3.3835,6.0,6-9 AM
dubai,51.4,13.1,16,88.9,2.2,38.86,29.6,14.3,24.0907,54.3164,11.9,Low,23.316,7.772,5.829,1.943,2.75,6-9 PM
abu dhabi,22.8,78.1,149,147.3,4.8,54.95,45.8,14.5,25.3213,54.0398,20.2,Low,32.97,10.990000000000002,8.2425,2.7475000000000005,6.0,6-9 AM
ras al khaimah,14.1,60.2,109,26.7,0.9,11.06,2.5,1.3,24.8691,54.2648,15.3,High,6.636,2.212,1.659,0.553,1.12,6-9 AM
al ain,48.7,30.0,92,18.7,0.4,6.99,25.9,8.6,25.1887,55.1183,11.2,Medium,4.194,1.3980000000000001,1.0485,0.34950000000000003,0.5,6-9 PM
dubai,51.1,16.2,108,9.4,0.2,4.45,56.7,39.4,24.3944,54.8005,18.4,Low,2.67,0.8900000000000001,0.6675,0.22250000000000003,0.25,6-9 AM
dubai,77.3,12.3,129,117.2,3.7,56.27,46.8,29.6,24.1831,55.9615,16.9,High,33.762,11.254000000000001,8.4405,2.8135000000000003,4.62,6-9 AM
dubai,71.0,74.1,58,137.9,2.8,71.85,8.3,5.2,25.0537,55.6174,12.6,Medium,43.10999999999999,14.37,10.777499999999998,3.5925,3.5,12-3 PM
ras al khaimah,91.2,88.6,66,126.8,3.7,52.18,29.4,9.7,25.1908,54.2936,18.7,Medium,31.308,10.436,7.827,2.609,4.62,6-9 PM
abu dhabi,97.1,53.1,68,141.2,3.7,55.31,27.6,8.4,24.5791,54.8336,18.1,Low,33.186,11.062000000000001,8.2965,2.7655000000000003,4.62,6-9 AM
abu dhabi,72.8,77.3,99,84.5,2.3,37.64,7.2,2.9,24.0355,54.8619,21.0,High,22.584,7.5280000000000005,5.646,1.8820000000000001,2.88,12-3 PM
dubai,7.7,28.3,135,115.6,3.0,58.56,18.5,11.7,25.2274,54.7242,18.6,Low,35.136,11.712000000000002,8.784,2.9280000000000004,3.75,12-3 PM
